name,year,seller_type,transmission,owner,count_of_cars,avg_selling_price,min_selling_price,max_selling_price
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020,Dealer,Manual,Test Drive Car,1,1334000.0,1334000,1334000
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,Dealer,Manual,First Owner,1,850000.0,850000,850000
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020,Dealer,Manual,Test Drive Car,1,1119000.0,1119000,1119000
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,Dealer,Manual,First Owner,1,750000.0,750000,750000
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,Dealer,Manual,First Owner,1,650000.0,650000,650000
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,Dealer,Manual,First Owner,1,650000.0,650000,650000
Ford Ecosport 1.0 Ecoboost Titanium,2014,Individual,Manual,Second Owner,1,550000.0,550000,550000
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,Individual,Manual,First Owner,3,350000.0,350000,350000
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,Dealer,Manual,First Owner,1,475000.0,475000,475000
Ford Ecosport 1.5 DV5 MT Ambiente,2013,Individual,Manual,Second Owner,1,500000.0,500000,500000
Ford Ecosport 1.5 DV5 MT Titanium,2013,Individual,Manual,First Owner,1,425000.0,425000,425000
Ford Ecosport 1.5 DV5 MT Titanium,2014,Dealer,Manual,First Owner,1,750000.0,750000,750000
Ford Ecosport 1.5 DV5 MT Titanium,2014,Dealer,Manual,Second Owner,1,580000.0,580000,580000
Ford Ecosport 1.5 DV5 MT Titanium,2014,Individual,Manual,First Owner,4,557500.0,500000,600000
Ford Ecosport 1.5 DV5 MT Titanium,2014,Individual,Manual,Second Owner,2,562500.0,525000,600000
Ford Ecosport 1.5 DV5 MT Titanium,2015,Dealer,Manual,First Owner,1,470000.0,470000,470000
Ford Ecosport 1.5 DV5 MT Titanium,2015,Individual,Manual,First Owner,2,650000.0,650000,650000
Ford Ecosport 1.5 DV5 MT Titanium,2015,Individual,Manual,Second Owner,1,550000.0,550000,550000
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,Dealer,Manual,First Owner,2,530000.0,450000,610000
Ford Ecosport 1.5 DV5 MT Trend,2018,Dealer,Manual,First Owner,1,800000.0,800000,800000
Ford Ecosport 1.5 Diesel Titanium,2016,Dealer,Manual,First Owner,1,650000.0,650000,650000
Ford Ecosport 1.5 Diesel Titanium,2017,Dealer,Manual,First Owner,1,760000.0,760000,760000
Ford Ecosport 1.5 Diesel Titanium,2020,Dealer,Manual,Test Drive Car,1,1000000.0,1000000,1000000
Ford Ecosport 1.5 Diesel Titanium Plus,2019,Dealer,Manual,First Owner,1,1250000.0,1250000,1250000
Ford Ecosport 1.5 Petrol Ambiente,2017,Individual,Manual,First Owner,2,650000.0,650000,650000
Ford Ecosport 1.5 Petrol Titanium Plus,2019,Dealer,Manual,Test Drive Car,1,1100000.0,1100000,1100000
Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,Individual,Automatic,First Owner,1,875000.0,875000,875000
Ford Ecosport 1.5 Petrol Trend,2020,Dealer,Manual,Test Drive Car,1,1030000.0,1030000,1030000
Ford Ecosport 1.5 Ti VCT AT Titanium,2014,Dealer,Automatic,Second Owner,1,475000.0,475000,475000
Ford Ecosport Sports Petrol,2020,Individual,Manual,First Owner,1,1100000.0,1100000,1100000
Ford Ecosport Thunder Edition Diesel,2020,Dealer,Manual,Test Drive Car,1,1331000.0,1331000,1331000
Ford Endeavour 2.2 Titanium AT 4X2,2019,Individual,Automatic,First Owner,1,2800000.0,2800000,2800000
Ford Endeavour 2.5L 4X2,2011,Dealer,Manual,Second Owner,1,500000.0,500000,500000
Ford Endeavour 2.5L 4X2 MT,2004,Dealer,Manual,First Owner,1,400000.0,400000,400000
Ford Endeavour 2.5L 4X2 MT,2008,Individual,Manual,Third Owner,1,400000.0,400000,400000
Ford Endeavour 2.5L 4X2 MT,2009,Individual,Manual,Second Owner,1,500000.0,500000,500000
Ford Endeavour 2.5L 4X2 MT,2011,Individual,Manual,Second Owner,1,550000.0,550000,550000
Ford Endeavour 3.0L 4X4 AT,2011,Individual,Automatic,Second Owner,1,1000000.0,1000000,1000000
Ford Endeavour 3.0L 4X4 AT,2013,Dealer,Automatic,First Owner,1,900000.0,900000,900000
Ford Endeavour 3.2 Titanium AT 4X4,2016,Dealer,Automatic,First Owner,2,1950000.0,1800000,2100000
Ford Endeavour 3.2 Titanium AT 4X4,2016,Individual,Automatic,First Owner,1,1950000.0,1950000,1950000
Ford Endeavour 3.2 Titanium AT 4X4,2017,Individual,Automatic,First Owner,2,2700000.0,2700000,2700000
Ford Endeavour 3.2 Titanium AT 4X4,2018,Dealer,Automatic,First Owner,1,2675000.0,2675000,2675000
Ford Endeavour 3.2 Titanium AT 4X4,2019,Individual,Automatic,First Owner,1,3200000.0,3200000,3200000
Ford Endeavour 4x2 XLT,2004,Individual,Manual,First Owner,1,195000.0,195000,195000
Ford Endeavour 4x4 XLT,2004,Dealer,Manual,Second Owner,1,275000.0,275000,275000
Ford Endeavour 4x4 XLT,2005,Individual,Manual,Second Owner,1,350000.0,350000,350000
Ford Endeavour Hurricane Limited Edition,2007,Individual,Automatic,Fourth & Above Owner,1,400000.0,400000,400000
Ford Endeavour Titanium 4X2,2011,Dealer,Manual,Second Owner,1,600000.0,600000,600000
Ford Endeavour Titanium Plus 4X4,2017,Dealer,Automatic,First Owner,2,2662500.0,2650000,2675000
Ford Endeavour XLT TDCi 4X2,2008,Individual,Manual,Second Owner,1,280000.0,280000,280000
Ford Fiesta 1.4 Duratec ZXI,2008,Individual,Manual,Third Owner,1,120000.0,120000,120000
Ford Fiesta 1.4 SXi TDCi,2009,Individual,Manual,Second Owner,1,80000.0,80000,80000
Ford Fiesta 1.4 SXi TDCi ABS,2008,Individual,Manual,Second Owner,1,270000.0,270000,270000
Ford Fiesta 1.4 ZXi Duratec,2010,Individual,Manual,First Owner,1,150000.0,150000,150000
Ford Fiesta 1.4 ZXi Leather,2007,Individual,Manual,First Owner,1,100000.0,100000,100000
Ford Fiesta 1.4 ZXi TDCi ABS,2009,Individual,Manual,Fourth & Above Owner,2,110000.0,110000,110000
Ford Fiesta 1.4 ZXi TDCi ABS,2009,Individual,Manual,Second Owner,1,150000.0,150000,150000
Ford Fiesta 1.5 TDCi Ambiente,2014,Individual,Manual,First Owner,1,800000.0,800000,800000
Ford Fiesta 1.5 TDCi Titanium,2011,Dealer,Manual,First Owner,1,195000.0,195000,195000
Ford Fiesta 1.5 TDCi Titanium,2012,Dealer,Manual,Third Owner,1,199000.0,199000,199000
Ford Fiesta 1.6 Duratec EXI Ltd,2008,Individual,Manual,Second Owner,1,120000.0,120000,120000
Ford Fiesta 1.6 Duratec S,2010,Individual,Manual,Second Owner,1,300000.0,300000,300000
Ford Fiesta 1.6 ZXi Duratec,2007,Individual,Manual,Third Owner,1,190000.0,190000,190000
Ford Fiesta 1.6 ZXi Duratec,2009,Individual,Manual,Third Owner,1,233000.0,233000,233000
Ford Fiesta 1.6 ZXi Leather,2006,Individual,Manual,First Owner,2,88000.0,81000,95000
Ford Fiesta Classic 1.4 Duratorq CLXI,2011,Individual,Manual,Second Owner,1,150000.0,150000,150000
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,Dealer,Manual,First Owner,1,450000.0,450000,450000
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,Dealer,Manual,First Owner,1,325000.0,325000,325000
Ford Fiesta Classic 1.4 SXI Duratorq,2006,Individual,Manual,Third Owner,3,110000.0,110000,110000
Ford Fiesta Classic 1.4 SXI Duratorq,2007,Individual,Manual,Second Owner,1,130000.0,130000,130000
Ford Fiesta Classic 1.6 Duratec CLXI,2012,Individual,Manual,First Owner,1,350000.0,350000,350000
Ford Fiesta Diesel Style,2013,Dealer,Manual,First Owner,1,380000.0,380000,380000
Ford Fiesta Diesel Trend,2012,Dealer,Manual,First Owner,1,200000.0,200000,200000
Ford Fiesta Petrol Trend,2012,Dealer,Manual,First Owner,1,450000.0,450000,450000
Ford Fiesta Titanium 1.5 TDCi,2011,Individual,Manual,First Owner,2,550000.0,550000,550000
Ford Fiesta Titanium 1.5 TDCi,2011,Individual,Manual,Second Owner,1,325000.0,325000,325000
Ford Fiesta Titanium 1.5 TDCi,2012,Individual,Manual,First Owner,1,165000.0,165000,165000
Ford Fiesta Titanium 1.5 TDCi,2013,Individual,Manual,Second Owner,1,450000.0,450000,450000
Ford Figo 1.2P Ambiente MT,2015,Individual,Manual,First Owner,1,229999.0,229999,229999
Ford Figo 1.2P Titanium MT,2019,Dealer,Manual,First Owner,1,700000.0,700000,700000
Ford Figo 1.2P Titanium MT,2019,Individual,Manual,First Owner,1,600000.0,600000,600000
Ford Figo 1.2P Titanium Plus MT,2012,Dealer,Manual,First Owner,1,260000.0,260000,260000
Ford Figo 1.5 Sports Edition MT,2017,Dealer,Manual,First Owner,1,600000.0,600000,600000
Ford Figo 1.5D Ambiente ABS MT,2016,Individual,Manual,Second Owner,1,350000.0,350000,350000
Ford Figo 1.5D Titanium MT,2016,Individual,Manual,First Owner,1,515000.0,515000,515000
Ford Figo 1.5D Titanium MT,2017,Dealer,Manual,First Owner,1,600000.0,600000,600000
Ford Figo 1.5D Titanium Opt MT,2015,Dealer,Manual,First Owner,1,495000.0,495000,495000
Ford Figo 1.5D Trend MT,2016,Dealer,Manual,First Owner,1,400000.0,400000,400000
Ford Figo 1.5D Trend MT,2016,Individual,Manual,First Owner,1,495000.0,495000,495000
Ford Figo 1.5D Trend MT,2017,Individual,Manual,First Owner,1,545000.0,545000,545000
Ford Figo 1.5P Titanium AT,2017,Dealer,Automatic,First Owner,1,774000.0,774000,774000
Ford Figo 1.5P Titanium AT,2018,Dealer,Automatic,First Owner,1,711000.0,711000,711000
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,Dealer,Manual,First Owner,2,530000.0,530000,530000
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,Individual,Manual,First Owner,1,450000.0,450000,450000
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018,Individual,Manual,First Owner,1,650000.0,650000,650000
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,Individual,Manual,First Owner,1,380000.0,380000,380000
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,Dealer,Manual,First Owner,2,530000.0,530000,530000
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,Individual,Manual,First Owner,1,550000.0,550000,550000
Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017,Individual,Manual,First Owner,1,550000.0,550000,550000
Ford Figo Aspire 1.5 TDCi Titanium,2016,Individual,Manual,First Owner,1,400000.0,400000,400000
Ford Figo Aspire 1.5 TDCi Titanium,2017,Dealer,Manual,First Owner,2,700000.0,700000,700000
Ford Figo Aspire 1.5 TDCi Titanium,2020,Dealer,Manual,First Owner,1,530000.0,530000,530000
Ford Figo Aspire 1.5 TDCi Titanium Plus,2015,Dealer,Manual,Second Owner,1,459999.0,459999,459999
Ford Figo Aspire 1.5 TDCi Trend,2015,Dealer,Manual,First Owner,1,459999.0,459999,459999
Ford Figo Aspire 1.5 TDCi Trend,2017,Individual,Manual,First Owner,1,675000.0,675000,675000
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,Dealer,Automatic,First Owner,1,570000.0,570000,570000
Ford Figo Aspire Facelift,2018,Dealer,Manual,First Owner,2,624000.0,624000,624000
Ford Figo Aspire Titanium Plus Diesel,2019,Dealer,Manual,Test Drive Car,1,894999.0,894999,894999
Ford Figo Diesel Celebration Edition,2013,Individual,Manual,First Owner,3,250000.0,190000,300000
Ford Figo Diesel Celebration Edition,2013,Individual,Manual,Second Owner,2,217500.0,150000,285000
Ford Figo Diesel EXI,2010,Individual,Manual,Third Owner,1,130000.0,130000,130000
Ford Figo Diesel EXI,2011,Dealer,Manual,Second Owner,1,250000.0,250000,250000
Ford Figo Diesel EXI,2011,Individual,Manual,Third Owner,1,140000.0,140000,140000
Ford Figo Diesel EXI,2012,Dealer,Manual,First Owner,1,250000.0,250000,250000
Ford Figo Diesel EXI,2012,Individual,Manual,First Owner,1,409999.0,409999,409999
Ford Figo Diesel EXI,2012,Individual,Manual,Second Owner,1,280000.0,280000,280000
Ford Figo Diesel EXI,2014,Dealer,Manual,Second Owner,2,282500.0,280000,285000
Ford Figo Diesel LXI,2011,Dealer,Manual,Second Owner,1,225000.0,225000,225000
Ford Figo Diesel LXI,2011,Individual,Manual,Second Owner,1,180000.0,180000,180000
Ford Figo Diesel LXI,2012,Individual,Manual,Second Owner,1,190000.0,190000,190000
Ford Figo Diesel Titanium,2010,Dealer,Manual,First Owner,1,160000.0,160000,160000
Ford Figo Diesel Titanium,2010,Individual,Manual,Second Owner,1,200000.0,200000,200000
Ford Figo Diesel Titanium,2010,Individual,Manual,Third Owner,2,137500.0,105000,170000
Ford Figo Diesel Titanium,2011,Individual,Manual,Second Owner,4,177500.0,150000,220000
Ford Figo Diesel Titanium,2011,Individual,Manual,Third Owner,1,190000.0,190000,190000
Ford Figo Diesel Titanium,2012,Dealer,Manual,First Owner,1,425000.0,425000,425000
Ford Figo Diesel Titanium,2012,Individual,Manual,First Owner,2,237500.0,175000,300000
Ford Figo Diesel Titanium,2014,Individual,Manual,Second Owner,2,200000.0,200000,200000
Ford Figo Diesel ZXI,2011,Individual,Manual,Second Owner,2,225000.0,175000,275000
Ford Figo Diesel ZXI,2012,Dealer,Manual,First Owner,1,400000.0,400000,400000
Ford Figo Diesel ZXI,2012,Individual,Manual,Second Owner,1,290000.0,290000,290000
Ford Figo Diesel ZXI,2014,Individual,Manual,First Owner,1,240000.0,240000,240000
Ford Figo Diesel ZXI,2014,Individual,Manual,Second Owner,1,250000.0,250000,250000
Ford Figo Petrol EXI,2014,Individual,Manual,Second Owner,1,350000.0,350000,350000
Ford Figo Petrol LXI,2010,Individual,Manual,First Owner,1,130000.0,130000,130000
Ford Figo Petrol Titanium,2010,Individual,Manual,First Owner,1,275000.0,275000,275000
Ford Figo Petrol Titanium,2011,Individual,Manual,Third Owner,1,120000.0,120000,120000
Ford Figo Petrol Titanium,2014,Dealer,Manual,First Owner,1,350000.0,350000,350000
Ford Figo Petrol Titanium,2015,Individual,Manual,Second Owner,2,300000.0,300000,300000
Ford Figo Petrol ZXI,2011,Individual,Manual,Third Owner,1,185000.0,185000,185000
Ford Figo Petrol ZXI,2012,Individual,Manual,Third Owner,1,130000.0,130000,130000
Ford Figo Titanium,2020,Dealer,Manual,Test Drive Car,2,690500.0,635000,746000
Ford Figo Titanium Diesel BSIV,2010,Dealer,Manual,Second Owner,1,325000.0,325000,325000
Ford Figo Trend,2016,Dealer,Manual,First Owner,2,415000.0,390000,440000
Ford Freestyle Titanium,2020,Dealer,Manual,Test Drive Car,1,811999.0,811999,811999
Ford Freestyle Titanium Diesel,2019,Individual,Manual,First Owner,1,750000.0,750000,750000
Ford Freestyle Titanium Diesel,2020,Dealer,Manual,Test Drive Car,1,784000.0,784000,784000
Ford Freestyle Titanium Diesel BSIV,2016,Dealer,Manual,First Owner,1,700000.0,700000,700000
Ford Freestyle Titanium Plus,2020,Dealer,Manual,Test Drive Car,1,852000.0,852000,852000
Ford Freestyle Titanium Plus Diesel,2019,Dealer,Manual,First Owner,1,750000.0,750000,750000
Ford Freestyle Titanium Plus Diesel BSIV,2018,Dealer,Manual,First Owner,1,836000.0,836000,836000
Ford Freestyle Titanium Plus Diesel BSIV,2019,Individual,Manual,First Owner,1,525000.0,525000,525000
Ford Freestyle Trend Petrol BSIV,2019,Individual,Manual,First Owner,1,650000.0,650000,650000
Ford Fusion 1.6 Duratec Petrol,2005,Individual,Manual,Third Owner,1,120000.0,120000,120000
Ford Ikon 1.3 Flair,2005,Individual,Manual,Second Owner,2,61000.0,61000,61000
Ford Ikon 1.3 Flair,2005,Individual,Manual,Third Owner,1,50000.0,50000,50000
Ford Ikon 1.3L Rocam Flair,2006,Dealer,Manual,Second Owner,1,180000.0,180000,180000
Ford Ikon 1.4 TDCi DuraTorq,2009,Individual,Manual,Third Owner,1,130000.0,130000,130000
Ford Ikon 1.4 ZXi,2000,Dealer,Manual,Third Owner,1,22000.0,22000,22000
Ford Ikon 1.6 ZXI NXt,2005,Individual,Manual,Second Owner,1,20000.0,20000,20000
Ford Ikon 1.8 D,2005,Dealer,Manual,Fourth & Above Owner,1,114999.0,114999,114999
Honda Accord 2.4 AT,2009,Individual,Automatic,Third Owner,1,428000.0,428000,428000
Honda Accord 2.4 MT,2009,Dealer,Manual,First Owner,1,350000.0,350000,350000
Honda Accord 2.4 MT,2009,Individual,Manual,Second Owner,1,450000.0,450000,450000
Honda Accord VTi-L (MT),2007,Individual,Manual,Second Owner,1,200000.0,200000,200000
Honda Amaze E i-DTEC,2017,Individual,Manual,First Owner,1,370000.0,370000,370000
Honda Amaze E i-Dtech,2013,Individual,Manual,First Owner,1,320000.0,320000,320000
Honda Amaze E i-Dtech,2015,Individual,Manual,Second Owner,1,300000.0,300000,300000
Honda Amaze E i-VTEC,2016,Individual,Manual,Second Owner,1,330000.0,330000,330000
Honda Amaze E i-VTEC,2017,Individual,Manual,First Owner,1,430000.0,430000,430000
Honda Amaze E i-Vtech,2015,Individual,Manual,Second Owner,1,360000.0,360000,360000
Honda Amaze EX i-Dtech,2013,Dealer,Manual,First Owner,2,325000.0,325000,325000
Honda Amaze EX i-Dtech,2013,Individual,Manual,Second Owner,1,350000.0,350000,350000
Honda Amaze EX i-Dtech,2014,Dealer,Manual,First Owner,1,409999.0,409999,409999
Honda Amaze EX i-Dtech,2015,Individual,Manual,Third Owner,1,290000.0,290000,290000
Honda Amaze S AT i-Vtech,2014,Individual,Automatic,First Owner,1,400000.0,400000,400000
Honda Amaze S AT i-Vtech,2015,Individual,Automatic,First Owner,1,450000.0,450000,450000
Honda Amaze S CVT Petrol,2019,Individual,Automatic,First Owner,1,610000.0,610000,610000
Honda Amaze S Diesel,2015,Dealer,Manual,First Owner,1,400000.0,400000,400000
Honda Amaze S Petrol BSIV,2020,Individual,Manual,First Owner,1,614000.0,614000,614000
Honda Amaze S i-DTEC,2016,Individual,Manual,First Owner,1,475000.0,475000,475000
Honda Amaze S i-Dtech,2013,Dealer,Manual,First Owner,2,312500.0,310000,315000
Honda Amaze S i-Dtech,2013,Individual,Manual,First Owner,1,349000.0,349000,349000
Honda Amaze S i-Dtech,2014,Dealer,Manual,First Owner,2,408000.0,395000,421000
Honda Amaze S i-Dtech,2015,Dealer,Manual,First Owner,1,300000.0,300000,300000
Honda Amaze S i-Dtech,2015,Individual,Manual,First Owner,1,475000.0,475000,475000
Honda Amaze S i-VTEC,2016,Dealer,Manual,First Owner,2,495000.0,495000,495000
Honda Amaze S i-Vtech,2015,Dealer,Manual,First Owner,1,450000.0,450000,450000
Honda Amaze S i-Vtech,2016,Individual,Manual,First Owner,2,490000.0,490000,490000
Honda Amaze SX i-VTEC,2015,Individual,Manual,First Owner,1,500000.0,500000,500000
Honda Amaze SX i-VTEC,2016,Individual,Manual,First Owner,1,600000.0,600000,600000
Honda Amaze V CVT Petrol BSIV,2018,Dealer,Automatic,First Owner,2,725000.0,725000,725000
Honda Amaze V Diesel BSIV,2018,Individual,Manual,First Owner,1,844999.0,844999,844999
Honda Amaze VX AT i-Vtech,2014,Dealer,Automatic,First Owner,1,440000.0,440000,440000
Honda Amaze VX Diesel BSIV,2018,Dealer,Manual,First Owner,5,784000.0,780000,790000
Honda Amaze VX O iDTEC,2017,Dealer,Manual,First Owner,3,550000.0,550000,550000
Honda Amaze VX Petrol BSIV,2018,Dealer,Manual,First Owner,2,690000.0,690000,690000
Honda Amaze VX i-DTEC,2013,Individual,Manual,First Owner,2,475000.0,450000,500000
Honda Amaze VX i-DTEC,2013,Individual,Manual,Second Owner,1,325000.0,325000,325000
Honda Amaze VX i-DTEC,2014,Individual,Manual,Second Owner,3,466666.6666666667,450000,500000
Honda Amaze VX i-DTEC,2016,Individual,Manual,First Owner,2,700000.0,700000,700000
Honda Amaze VX i-DTEC,2018,Individual,Manual,First Owner,1,700000.0,700000,700000
Honda Amaze VX i-VTEC,2018,Dealer,Manual,First Owner,4,696250.0,625000,800000
Honda BR-V i-DTEC VX MT,2016,Dealer,Manual,First Owner,2,1079500.0,910000,1249000
Honda BR-V i-DTEC VX MT,2017,Dealer,Manual,First Owner,2,1069500.0,950000,1189000
Honda BR-V i-DTEC VX MT,2018,Individual,Manual,First Owner,1,1040000.0,1040000,1040000
Honda BR-V i-VTEC S MT,2018,Individual,Manual,First Owner,1,900000.0,900000,900000
Honda BR-V i-VTEC VX MT,2017,Dealer,Manual,First Owner,2,954000.0,840000,1068000
Honda BR-V i-VTEC VX MT,2020,Dealer,Manual,First Owner,1,1250000.0,1250000,1250000
Honda BRV i-DTEC V MT,2017,Individual,Manual,First Owner,1,1250000.0,1250000,1250000
Honda BRV i-VTEC V MT,2017,Individual,Manual,First Owner,1,600000.0,600000,600000
Honda Brio 1.2 E MT,2017,Individual,Manual,First Owner,1,350000.0,350000,350000
Honda Brio 1.2 S MT,2012,Dealer,Manual,First Owner,1,275000.0,275000,275000
Honda Brio 1.2 S MT,2014,Dealer,Manual,First Owner,1,325000.0,325000,325000
Honda Brio 1.2 S MT,2016,Individual,Manual,First Owner,1,350000.0,350000,350000
Honda Brio 1.2 S MT,2017,Individual,Manual,First Owner,2,400000.0,400000,400000
Honda Brio 1.2 S Option MT,2019,Individual,Manual,First Owner,1,484999.0,484999,484999
Honda Brio 1.2 VX MT,2018,Individual,Manual,First Owner,2,475000.0,475000,475000
Honda Brio E MT,2012,Dealer,Manual,Second Owner,1,300000.0,300000,300000
Honda Brio E MT,2013,Individual,Manual,Second Owner,1,260000.0,260000,260000
Honda Brio Exclusive Edition,2014,Dealer,Manual,First Owner,1,335000.0,335000,335000
Honda Brio S MT,2012,Dealer,Manual,First Owner,1,285000.0,285000,285000
Honda Brio S MT,2013,Individual,Manual,Third Owner,1,240000.0,240000,240000
